G1GMP-2403-MONOMER	G1GMP-2403	Q8EDX4	uridine kinase Udk	Udk
G1GMP-270-MONOMER	G1GMP-270	Q8EK26	penicillin-binding protein 1A McrA	McrA
G1GMP-625-MONOMER	G1GMP-625	Q8EJ13	Mu phage protein of unknown function DUF2730	
G1GMP-4532-MONOMER	G1GMP-4532	Q8E827	hypothetical protein	
G1GMP-1630-MONOMER	G1GMP-1630	Q8EG31	extracellular respiratory sytem outer membrane component MtrE	MtrE
G1GMP-3051-MONOMER	G1GMP-3051	Q8EC72	ISSod6 transposase TnpA_ISSod6	TnpA
G1GMP-4237-MONOMER	G1GMP-4237	Q8E8S5	signal recognition particle docking protein FtsY	FtsY
G1GMP-3826-MONOMER	G1GMP-3826	Q8E9W8	octaheme tetrathionate reductase Otr	Otr
G1GMP-2007-MONOMER	G1GMP-2007	Q8EF14	cystathionine beta-lyase MetC	MetC
G1GMP-1193-MONOMER	G1GMP-1193	Q8EHD4	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase FolK-like protein	
G1GMP-3894-MONOMER	G1GMP-3894	Q8E9P9	cell division protein FtsQ	FtsQ
G1GMP-4080-MONOMER	G1GMP-4080	Q8E973	kynureninase KynU	KynU
G1GMP-4434-MONOMER	G1GMP-4434	Q8E889	ParB family partitioning protein	
G1GMP-2748-MONOMER	G1GMP-2748	K4PU04	Lambda phage conserved protein	
G1GMP-3299-MONOMER	G1GMP-3299	Q8EBH7	peptidase M28D family	
G1GMP-70-MONOMER	G1GMP-70	Q8EKM3	ABC-type sodium efflux system permease component NatB	NatB
G1GMP-4388-MONOMER	G1GMP-4388	Q8E8C5	glucosamine-6-phosphate sensitive transcriptional repressor of lipopolysaccharide biosyntheis GlmR	GlmR
G1GMP-1820-MONOMER	G1GMP-1820	K4PU12	integral membrane protein	
G1GMP-3178-MONOMER	G1GMP-3178	Q8EBT5	homoserine kinase ThrB	ThrB
G1GMP-2808-MONOMER	G1GMP-2808	Q8ECT8	protein of unknown function YciL	YciL
G1GMP-2135-MONOMER	G1GMP-2135	Q8EEP0	peptide methionine sulfoxide reductase MsrA	MsrA
G1GMP-481-MONOMER	G1GMP-481	Q8EJG1	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	UbiD
G1GMP-752-MONOMER	G1GMP-752	Q8EIN2	CBS domain containing protein	
G1GMP-517-MONOMER	G1GMP-517	Q8EJC1	ribosomal protein S6 glutaminyl transferase RimK	RimK
G1GMP-1723-MONOMER	G1GMP-1723	Q8EFU8	protein of unknown function DUF480 YceH	YceH
G1GMP-992-MONOMER	G1GMP-992	Q8EHY0	tyrosine transporter TyrP-like protein	
G1GMP-3346-MONOMER	G1GMP-3346	Q8EBD9	glyoxalase family protein	
G1GMP-2136-MONOMER	G1GMP-2136	Q8EEN9	succinylglutamate desuccinylase AstE	AstE
G1GMP-1511-MONOMER	G1GMP-1511	Q8EGG3	acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase	LpxA
G1GMP-4081-MONOMER	G1GMP-4081	Q8E972	tryptophan 2,3-dioxygenase KynA	KynA
G1GMP-3487-MONOMER	G1GMP-3487	Q8CME4	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-3617-MONOMER	G1GMP-3617	Q8EAK4	putative quinoprotein dehydrogenase	
G1GMP-3740-MONOMER	G1GMP-3740	Q8EA67	hydratase/decarboxylase family protein	
G1GMP-2137-MONOMER	G1GMP-2137	Q8EEN8	3-methyl-2-oxobutanoate dehydrogenase complex E1 component alpha subunit BkdA1	
G1GMP-886-MONOMER	G1GMP-886	Q8EI94	branched-chain amino acid: cation symporter BrnQ	BrnQ
G1GMP-339-MONOMER	G1GMP-339	Q8EJV2	sodium:calcium antiporter CaCA family YrbG	YrbG
G1GMP-2498-MONOMER	G1GMP-2498	Q8EDM8	thiamine-regulated TonB-dependent receptor	
G1GMP-1654-MONOMER	G1GMP-1654	Q8EG11	ABC-type peptide uptake system permease component 2 SapC	SapC
G1GMP-1929-MONOMER	G1GMP-1929	Q8EF87	periplasmic [Ni-Fe] hydrogenase large subunit HyaB	HyaB
G1GMP-3976-MONOMER	G1GMP-3976	Q8E9H7	HAD-superfamily hydrolase subfamily IA variant 1 family protein	
G1GMP-1551-MONOMER	G1GMP-1551	Q8EGB8	serine peptidase S9 family	
G1GMP-626-MONOMER	G1GMP-626	Q8EJ12	Mu phage uncharacterized protein Gp26	
G1GMP-1435-MONOMER	G1GMP-1435	Q8EGP2	outer membrane phosphoporin	
G1GMP-2928-MONOMER	G1GMP-2928	Q8ECJ4	periplasmic amidohydrolase family protein	
G1GMP-1470-MONOMER	G1GMP-1470	Q8EGK0	omega-3 polyunsaturated fatty acid synthase subunit PfaA	PfaA
G1GMP-1194-MONOMER	G1GMP-1194	Q8EHD3	undecaprenol diphosphatase UppP	UppP
G1GMP-1065-MONOMER	G1GMP-1065	Q8EHQ6	lipoic acid synthetase LipA	LipA
G1GMP-4435-MONOMER	G1GMP-4435	Q8E888	hypothetical protein	
G1GMP-753-MONOMER	G1GMP-753	Q8EIN1	Ca(2+)-dependent phospholipase D PhoD	PhoD
G1GMP-4238-MONOMER	G1GMP-4238	Q8E8S4	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	RsmD
G1GMP-3052-MONOMER	G1GMP-3052	Q8EC71	motility accessory factor Maf family	
G1GMP-1857-MONOMER	G1GMP-1857	Q8EFF8	recombination protein RecR	RecR
G1GMP-2138-MONOMER	G1GMP-2138	Q8EEN7	3-methyl-2-oxobutanoate dehydrogenase complex E1 component beta subunit BkdA2	
G1GMP-408-MONOMER	G1GMP-408	Q8EJN8	dihydrolipoamide acetyltransferase AceF	AceF
G1GMP-4389-MONOMER	G1GMP-4389	Q8E8C4	TonB-dependent siderophore receptor	
G1GMP-4082-MONOMER	G1GMP-4082	Q8E969	anaerobic C4-dicarboxylate transporter DcuB	DcuB
G1GMP-2070-MONOMER	G1GMP-2070	Q8EEU7	FeS cluster assembly acessory protein IscA	IscA
G1GMP-187-MONOMER	G1GMP-187	Q8EK93	predicted periplasmic protein	
G1GMP-4304-MONOMER	G1GMP-4304	K4PU33	diguanylate cyclase/phosphodiesterase with PAS and LOV sensory domains and Chase small molecule binding site	
G1GMP-452-MONOMER	G1GMP-452	Q8EJI8	cytochrome c maturation system periplasmic thioredoxin SirH	SirH
G1GMP-3179-MONOMER	G1GMP-3179	Q8EBT4	bifunctional aspartokinase I / homoserine dehydrogenase I ThrA	ThrA
G1GMP-2139-MONOMER	G1GMP-2139	Q8EEN6	3-methyl-2-oxobutanoate dehydrogenase complex E2 component BkdB	BkdB
G1GMP-4533-MONOMER	G1GMP-4533		hypothetical protein	
G1GMP-1784-MONOMER	G1GMP-1784	Q8EFN5	regulator of nucleoside diphosphate kinase Rnk	Rnk
G1GMP-1312-MONOMER	G1GMP-1312	Q8EH14	two component signal transduction system histidine kinase	
G1GMP-993-MONOMER	G1GMP-993	Q8EHX9	dipeptydil peptidase S46 family	
G1GMP-3347-MONOMER	G1GMP-3347	Q8EBD8	hypothetical protein	
G1GMP-2140-MONOMER	G1GMP-2140	Q8EEN5	quinolinate synthetase NadA	NadA
G1GMP-2622-MONOMER	G1GMP-2622	Q8EDB9	dsDNA exonuclease SbcC	SbcC
G1GMP-4083-MONOMER	G1GMP-4083	Q8E968	CHAP domain protein	
G1GMP-3488-MONOMER	G1GMP-3488	Q8EAY4	AFG1-family ATPase	
G1GMP-3741-MONOMER	G1GMP-3741	Q8EA66	TonB mediated energy transduction system energy transducer component TonB	TonB
G1GMP-887-MONOMER	G1GMP-887	Q7ZAJ8	integrase/recombinase XerD	XerD
G1GMP-3618-MONOMER	G1GMP-3618	Q8EAK3	DNA topoisomerase IV B subunit ParE	ParE
G1GMP-2499-MONOMER	G1GMP-2499	Q8EDM6	nucleoside-responsive transcriptional activator of nucleoside utilization DeoR	DeoR
G1GMP-931-MONOMER	G1GMP-931	Q8EI46	putative inner membrane lipoprotein	
G1GMP-4436-MONOMER	G1GMP-4436	Q8E887	hypothetical protein	
G1GMP-2141-MONOMER	G1GMP-2141	Q8CMJ3	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-1916-MONOMER	G1GMP-1916	Q8EFA0	phenylalanyl-tRNA synthetase alpha subunit PheS	PheS
G1GMP-1195-MONOMER	G1GMP-1195	Q8EHD2	ribosomal RNA large subunit methyltransferase A	
G1GMP-3977-MONOMER	G1GMP-3977	Q7ZAJ5	tyrosine recombinase XerC	XerC
G1GMP-2688-MONOMER	G1GMP-2688	Q8ED56	protein of unknown function DUF412	
G1GMP-144-MONOMER	G1GMP-144	Q8EKE3	peptidase M14 carboxypeptidase A family	
G1GMP-4239-MONOMER	G1GMP-4239	Q8E8S3	membrane protein of unknown function DUF1145	
G1GMP-754-MONOMER	G1GMP-754	Q8EIN0	predicted phosphoribosyltransferase	
G1GMP-2929-MONOMER	G1GMP-2929	Q8ECJ3	periplasmic amidohydrolase family protein	
G1GMP-518-MONOMER	G1GMP-518	Q8EJC0	putative outer membrane protein TIGR02001 family	
G1GMP-2142-MONOMER	G1GMP-2142	Q8EEN3	glyceraldehyde-3-phosphate dehydrogenase (NAD+) GapA	GapA
G1GMP-1387-MONOMER	G1GMP-1387	Q8EGT9	GTPase involved in metallocenter biosynthesis of metalloproteins COG0523 family	
G1GMP-71-MONOMER	G1GMP-71	Q8EKM2	ABC-type sodium efflux system ATPase component NatA	NatA
G1GMP-271-MONOMER	G1GMP-271	Q8EK25	type IV pilus biogenesis protein PilM	PilM
G1GMP-3053-MONOMER	G1GMP-3053	Q8EC70	protein of unknown function DUF2947	
G1GMP-3827-MONOMER	G1GMP-3827	Q8E9W7	signalling protein with EAL and C2 domains	
G1GMP-3895-MONOMER	G1GMP-3895	Q8E9P8	UDP-N-acetylmuramate--alanine ligase MurC	MurC
G1GMP-4306-MONOMER	G1GMP-4306	Q8E8K6	16S rRNA (guanine1516-G2)-methyltransferase RsmJ	RsmJ
G1GMP-627-MONOMER	G1GMP-627	Q8EJ11	Mu phage uncharacterized protein	
G1GMP-3266-MONOMER	G1GMP-3266	Q8EBL1	TIGR02001 family outer membrane protein	
G1GMP-4084-MONOMER	G1GMP-4084	Q8E967	hypothetical protein	
G1GMP-2749-MONOMER	G1GMP-2749	Q8ECZ6	Lambda phage uncharacterized protein	
G1GMP-1947-MONOMER	G1GMP-1947	Q8EF69	chemotaxis signal transduction system methyl accepting sensory transducer	
G1GMP-2008-MONOMER	G1GMP-2008	Q8EF13	two component signal transduction system controlling sortase system histidine kinase	
G1GMP-2809-MONOMER	G1GMP-2809	Q8ECT7	exodeoxyribonuclease III Xth	Xth
G1GMP-3348-MONOMER	G1GMP-3348	Q8EBD7	membrane protein associated with acetate transport YaaH	YaaH
G1GMP-3180-MONOMER	G1GMP-3180	K4PSV3	thrAB operon attenuation leader peptide ThrL	ThrL
G1GMP-1595-MONOMER	G1GMP-1595	Q8EG69	protein of unknown function DUF1289	
G1GMP-1512-MONOMER	G1GMP-1512	Q8EGG2	lipid A disaccharide synthase LpxB	LpxB
G1GMP-113-MONOMER	G1GMP-113	Q8EKH7	protein of unknown function DUF1568	
G1GMP-1763-MONOMER	G1GMP-1763	Q8EFQ8	oxidoreductase short chain dehydrogenase/reductase family	
G1GMP-888-MONOMER	G1GMP-888	Q8EI93	thiol:disulfide interchange protein DsbC	DsbC
G1GMP-4390-MONOMER	G1GMP-4390	Q8E8C2	bifunctional N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase GlmU	GlmU
G1GMP-1066-MONOMER	G1GMP-1066	Q8EHQ5	lipoyl(octanoyl) transferase LipB	LipB
G1GMP-2143-MONOMER	G1GMP-2143	Q8EEN2	lipoprotein of unknown function DUF2989	
G1GMP-2144-MONOMER	G1GMP-2144	Q8EEN1	glyceraldehyde-3-phosphate dehydrogenase GapB	GapB
G1GMP-4085-MONOMER	G1GMP-4085	Q8E966	subfamily M23B unassigned peptidase	
G1GMP-3489-MONOMER	G1GMP-3489	Q8CX39	transcriptional regulator of bicarbonate utilization LysR family	
G1GMP-3619-MONOMER	G1GMP-3619	Q8EAK2	enzyme of unknown function UPF0227	
G1GMP-2500-MONOMER	G1GMP-2500	Q8EDM5	nucleoside sugar transporter DeoT	DeoT
G1GMP-4437-MONOMER	G1GMP-4437	Q8E886	hypothetical protein	
G1GMP-3742-MONOMER	G1GMP-3742	Q8EA65	hypothetical protein	
G1GMP-4537-MONOMER	G1GMP-4537		hypothetical protein	
G1GMP-755-MONOMER	G1GMP-755	Q8EIM9	protein of unknown function DUF3622	
G1GMP-340-MONOMER	G1GMP-340	Q8EJV1	AMP-dependent synthetase and ligase family protein	
G1GMP-3978-MONOMER	G1GMP-3978	Q8E9H6	protein of unknown function DUF484	
G1GMP-1196-MONOMER	G1GMP-1196	Q8EHD1	murein lipoprotein Lpp	Lpp
G1GMP-4240-MONOMER	G1GMP-4240	Q8E8S2	transcriptional regulator AraC family	
G1GMP-2071-MONOMER	G1GMP-2071	Q8EEU6	co-chaperone Hsc20 HscB	HscB
G1GMP-2930-MONOMER	G1GMP-2930	Q8ECJ2	outer membrane RCS phosphorelay signaling cascade trigger RcsF	RcsF
G1GMP-4391-MONOMER	G1GMP-4391	Q8E8C1	ATP synthase F1 epsilon subunit AtpC	AtpC
G1GMP-1678-MONOMER	G1GMP-1678	Q8EFY7	TonB2 energy transduction system membrane anchored component ExbD	ExbD
G1GMP-1313-MONOMER	G1GMP-1313	Q8EH13	ApbE family protein	
G1GMP-2148-MONOMER	G1GMP-2148	Q8EEM8	aspartate aminotransferase AspC	AspC
G1GMP-3054-MONOMER	G1GMP-3054	Q8EC69	putative periplasmic protein	
G1GMP-4086-MONOMER	G1GMP-4086	Q8E965	RK-rich protein of unknown function DUF2986	
G1GMP-188-MONOMER	G1GMP-188	Q8EK92	tri-BON domain-containing protein	
G1GMP-3349-MONOMER	G1GMP-3349	Q8EBD4	predicted periplasmic protein	
G1GMP-3181-MONOMER	G1GMP-3181	Q8EBT2	peptidyl-prolyl cis-trans isomerase SlyD	SlyD
G1GMP-1746-MONOMER	G1GMP-1746	Q8EFS4	acetyl-CoA:acetoacetate-CoA transferase alpha subunit LiuF	LiuF
G1GMP-1067-MONOMER	G1GMP-1067	Q8EHQ4	protein lipolyation system protein YbeD	YbeD
G1GMP-2149-MONOMER	G1GMP-2149	Q8EEM7	protein of unknown function UPF0052	
G1GMP-628-MONOMER	G1GMP-628	Q8EJ10	Mu phage small terminase subunit GpD	
G1GMP-2623-MONOMER	G1GMP-2623	Q8EDB8	dsDNA exonuclease SbcD	SbcD
G1GMP-1197-MONOMER	G1GMP-1197	K4PW05	tRNA nucleotidyltransferase Cca	Cca
G1GMP-1631-MONOMER	G1GMP-1631	Q8EG30	extracellular respiratory system periplasmic decaheme cytochrome c component MtrD	MtrD
G1GMP-994-MONOMER	G1GMP-994	Q8EHX7	hypothetical protein	
G1GMP-272-MONOMER	G1GMP-272	Q8EK24	type IV pilus biogenesis protein PilN	PilN
G1GMP-4438-MONOMER	G1GMP-4438	Q8CMJ3	ISSod4, transposase	
G1GMP-2150-MONOMER	G1GMP-2150	Q8EEM6	glycoside hydrolase family 73	
G1GMP-1552-MONOMER	G1GMP-1552	Q8EGB7	copper-responsive transcriptional regulator of copper exporter CueR	CueR
G1GMP-4087-MONOMER	G1GMP-4087	K4PW20	TonB-dependent ferric achromobactin receptor	
G1GMP-3490-MONOMER	G1GMP-3490	Q8EAY3	sodium-dependent bicarbonate transporter (SBT) family	
G1GMP-3620-MONOMER	G1GMP-3620	Q8EAK1	cyclic 3', 5'-adenosine monophosphate phosphodiesterase CpdA	CpdA
G1GMP-2501-MONOMER	G1GMP-2501	Q8EDM4	purine nucleoside phosphorylase DeoD	DeoD
G1GMP-519-MONOMER	G1GMP-519	Q8EJB9	histone-like DNA-binding protein	
G1GMP-2689-MONOMER	G1GMP-2689	Q8ED55	acetate kinase AckA	AckA
G1GMP-1388-MONOMER	G1GMP-1388	Q8EGT8	periplasmic substrate binding protein family 3	
G1GMP-3743-MONOMER	G1GMP-3743	Q8EA64	hypothetical protein	
G1GMP-1822-MONOMER	G1GMP-1822	Q8CLZ2	ISSod3 transposase TnpA_ISSod3	TnpA
G1GMP-4241-MONOMER	G1GMP-4241	Q8E8S1	isochorismatase family protein	
G1GMP-756-MONOMER	G1GMP-756	Q8CVD5	periplasmic azurin Azu	Azu
G1GMP-482-MONOMER	G1GMP-482	Q8EJF9	hypothetical protein	
G1GMP-3979-MONOMER	G1GMP-3979	Q8E9H5	diaminopimelate epimerase DapF	DapF
G1GMP-72-MONOMER	G1GMP-72	Q8EKM1	hydrolase alpha/beta hydrolase fold family	
G1GMP-2151-MONOMER	G1GMP-2151	Q8EEM5	protein of unknown function DUF2987	
G1GMP-2931-MONOMER	G1GMP-2931	Q8ECJ1	putative methyltransferase YaeB	YaeB
G1GMP-409-MONOMER	G1GMP-409	Q8EJN7	dihydrolipoamide dehydrogenase LpdA	LpdA
G1GMP-889-MONOMER	G1GMP-889	Q8EI92	5'-3' ssDNA exonuclease RecJ	RecJ
G1GMP-1314-MONOMER	G1GMP-1314	Q8EH12	predicted FMN-binding domain-containing lipoprotein	
G1GMP-3055-MONOMER	G1GMP-3055	Q8EC68	outer membrane protein FadL family	
G1GMP-2750-MONOMER	G1GMP-2750	Q8ECZ5	Lambda phage uncharacterized protein	
G1GMP-3828-MONOMER	G1GMP-3828	Q8E9W6	type I secretion system ATPase subunit HlyB family	
G1GMP-3350-MONOMER	G1GMP-3350	Q8EBD3	outer membrane MltA-interaction protein MipA	MipA
G1GMP-3896-MONOMER	G1GMP-3896	Q8CX35	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase MurG	MurG
G1GMP-342-MONOMER	G1GMP-342	Q8CME4	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-629-MONOMER	G1GMP-629	Q8EJ09	Mu phage large terminase subunit GpE	
G1GMP-1724-MONOMER	G1GMP-1724	Q8EFU7	nucleic acid binding superfamily protein YitL type	YitL
G1GMP-3300-MONOMER	G1GMP-3300	Q8EBH6	protein of unknown function DUF328	
G1GMP-4089-MONOMER	G1GMP-4089	Q8E963	diguanylate cyclase	
G1GMP-2811-MONOMER	G1GMP-2811	K4PU31	hypothetical protein	
G1GMP-1068-MONOMER	G1GMP-1068	Q8EHQ3	D-alanyl-D-alanine carboxypeptidase DacA	DacA
G1GMP-2009-MONOMER	G1GMP-2009	Q8EF12	two component signal transduction system controlling sortase system response regulator	
G1GMP-4242-MONOMER	G1GMP-4242	Q8E8S0	membrane anchored tetraheme cytochrome c CymA	CymA
G1GMP-3182-MONOMER	G1GMP-3182	Q8EBT1	predicted inner membrane protein	
G1GMP-1858-MONOMER	G1GMP-1858	Q8EFF7	heat shock chaperone HtpG	HtpG
G1GMP-2152-MONOMER	G1GMP-2152	Q8EEM4	tRNA(Cytosine32)-2-thiocytidine synthetaseYdaO	YdaO
G1GMP-1894-MONOMER	G1GMP-1894	Q7CCS5	ISSod1 transposase TnpA_ISSod1	TnpA
G1GMP-4539-MONOMER	G1GMP-4539		IS3 family transposase	
G1GMP-757-MONOMER	G1GMP-757	Q8EIM8	ribokinase RbsK	RbsK
G1GMP-1198-MONOMER	G1GMP-1198	Q8EHD0	T2aSS secretion system protein A GspA	GspA
G1GMP-1-MONOMER	G1GMP-1	Q8EKT8	flavodoxin protein MioC	MioC
G1GMP-2072-MONOMER	G1GMP-2072	Q8EEU5	chaperone protein HscA	HscA
G1GMP-1513-MONOMER	G1GMP-1513	Q8EGG1	ribonuclease HII RnhB	RnhB
G1GMP-2153-MONOMER	G1GMP-2153	Q8EEM3	universal stress protein UspE	UspE
G1GMP-4090-MONOMER	G1GMP-4090	K4PU30	tRNA pseudouridylate synthase	
G1GMP-3491-MONOMER	G1GMP-3491	Q8EAY2	diguanylate cyclase with GAF sensory domain	
G1GMP-890-MONOMER	G1GMP-890	Q8EI91	hypothetical protein	
G1GMP-3621-MONOMER	G1GMP-3621	Q8EAK0	protein of unknown function DUF1249	
G1GMP-1471-MONOMER	G1GMP-1471	Q8EGJ9	transcriptional regulator of eicosapentaenoic acid synthesis PfaR	PfaR
G1GMP-2502-MONOMER	G1GMP-2502	Q8EDM3	lipoprotein of unknown function DUF1425	
G1GMP-3744-MONOMER	G1GMP-3744	Q8EA63	hypothetical protein	
G1GMP-453-MONOMER	G1GMP-453	Q8CVD6	cytochrome c maturation system haem lyase subunit SirF	SirF
G1GMP-2932-MONOMER	G1GMP-2932	Q8ECJ0	acetyltransferase CysE/LacA/LpxA/NodL family	
G1GMP-3980-MONOMER	G1GMP-3980	Q8E9H4	diaminopimelate decarboxylase LysA	LysA
G1GMP-4392-MONOMER	G1GMP-4392	Q8E8C0	ATP synthase F1 beta subunit AtpD	AtpD
G1GMP-2154-MONOMER	G1GMP-2154	P46148	oxygen-responsive transcriptional regulator of anaerobiosis response Fnr	Fnr
G1GMP-190-MONOMER	G1GMP-190	Q8CX51	tRNA (uracil-5-)-methyltransferase TrmA	TrmA
G1GMP-4307-MONOMER	G1GMP-4307	Q8E8K5	exogenous DNA processing protein YhiR	YhiR
G1GMP-1069-MONOMER	G1GMP-1069	Q8EHQ2	septal ring lipoprotein RlpA	RlpA
G1GMP-630-MONOMER	G1GMP-630	Q8EJ08	Mu phage portal protein	
G1GMP-3056-MONOMER	G1GMP-3056	Q8EC67	transcriptional repressor of RND efflux transporter TetR family	
G1GMP-3351-MONOMER	G1GMP-3351	Q8EBD2	protein of unknown function DUF3019	
G1GMP-4440-MONOMER	G1GMP-4440	Q8E885	HicB-related protein	
G1GMP-1315-MONOMER	G1GMP-1315	Q8EH11	metal-induced outer membrane porin IfcO family	
G1GMP-4091-MONOMER	G1GMP-4091	Q8E962	two component signal transduction system histidine kinase	
G1GMP-1785-MONOMER	G1GMP-1785	Q8EFN4	acteyltransferase GNAT family	
G1GMP-2155-MONOMER	G1GMP-2155	Q8EEM2	Cbb3-type cytochrome oxidase assembly protein disulfide bond oxidoreductase DsbD family	
G1GMP-4393-MONOMER	G1GMP-4393	Q8E8B9	ATP synthase F1 gamma subunit AtpG	AtpG
G1GMP-932-MONOMER	G1GMP-932	Q8EI44	dienelactone hydrolase family protein YghX	YghX
G1GMP-996-MONOMER	G1GMP-996	Q7CCS5	ISSod1 transposase TnpA_ISSod1	TnpA
G1GMP-273-MONOMER	G1GMP-273	Q8EK23	type IV pilus biogenesis protein PilO	PilO
G1GMP-4243-MONOMER	G1GMP-4243	Q8E8R9	predicted periplasmic protein	
G1GMP-758-MONOMER	G1GMP-758	Q8EIM7	pyrimidine-specific ribonucleoside hydrolase RihA	RihA
G1GMP-3183-MONOMER	G1GMP-3183	Q8EBT0	transcriptional repressor of aromatic amino acid biosynthesis TrpR	TrpR
G1GMP-1199-MONOMER	G1GMP-1199	Q8EHC9	T2aSS secretion system protein B GspB	GspB
G1GMP-145-MONOMER	G1GMP-145	Q8EKE1	inner membrane protein of unknown function DUF893	
G1GMP-1436-MONOMER	G1GMP-1436	Q8EGP1	phosphate-responsive two component signal transduction system response regulator PhoB	PhoB
G1GMP-2624-MONOMER	G1GMP-2624	Q8EDB6	glycine uptake transporter YfcA	YfcA
G1GMP-520-MONOMER	G1GMP-520	Q8EJB8	two component signal transduction system response regulator	
G1GMP-891-MONOMER	G1GMP-891	Q8EI90	acteyltransferase GNAT family	
G1GMP-73-MONOMER	G1GMP-73	Q8EKM0	transcriptional repressor of ABC-type efflux system GntR family	
G1GMP-2156-MONOMER	G1GMP-2156	Q8EEM1	Cbb3-type cytochrome oxidase assembly protein CcoS	CcoS
G1GMP-3492-MONOMER	G1GMP-3492	Q8EAY1	[glutamate-ammonia-ligase] adenylyltransferase GlnE	GlnE
G1GMP-3622-MONOMER	G1GMP-3622	Q8EAJ9	ADP-ribose pyrophosphatase NudF	NudF
G1GMP-2503-MONOMER	G1GMP-2503	Q8EDM2	4-hydroxybenzoyl-CoA thioesterase family protein	
G1GMP-1948-MONOMER	G1GMP-1948	Q8CX41	chemotaxis locus anti-sigma factor antagonist	
G1GMP-2690-MONOMER	G1GMP-2690	Q8ED54	phosphate acetyltransferase Pta	Pta
G1GMP-2157-MONOMER	G1GMP-2157	Q8EEM0	Cbb3-type cytochrome oxidase-associated copper translocating P-ATPase CcoI	CcoI
G1GMP-3745-MONOMER	G1GMP-3745	Q8EA62	SoxA-like diheme cytochrome c	
G1GMP-343-MONOMER	G1GMP-343	Q8EJU9	endoribonuclease L-PSP	
G1GMP-3352-MONOMER	G1GMP-3352	Q8EBD1	two component signal transduction system controlling curli production response regulator RstA	RstA
G1GMP-2933-MONOMER	G1GMP-2933	Q8ECI8	prolyl-tRNA synthetase ProS	ProS
G1GMP-3981-MONOMER	G1GMP-3981	Q8E9H3	putative lipoprotein	
G1GMP-631-MONOMER	G1GMP-631	Q8EJ07	Mu phage minor capsid protein GpF	
G1GMP-1070-MONOMER	G1GMP-1070	Q8EHQ1	lytic murein transglycosylase B MltB	MltB
G1GMP-4540-MONOMER	G1GMP-4540	Q8E823	ISSod4, transposase	
G1GMP-2158-MONOMER	G1GMP-2158	Q8EEL9	Cbb3-type cytochrome oxidase assembly protein CcoH	CcoH
G1GMP-1316-MONOMER	G1GMP-1316	Q8EH10	periplasmic tetraheme flavocytochrome IfcA	IfcA
G1GMP-1596-MONOMER	G1GMP-1596	Q8EG67	hypothetical protein	
G1GMP-2010-MONOMER	G1GMP-2010	Q8EF11	sortase system OmpA family protein PdsO	PdsO
G1GMP-2751-MONOMER	G1GMP-2751	K4PSI2	Lambda phage uncharacterized protein	
G1GMP-3057-MONOMER	G1GMP-3057	Q8EC66	RND superfamily efflux pump MFP component	
G1GMP-3829-MONOMER	G1GMP-3829	Q8E9W5	type I secretion system ATPase and inner membrane subunit HlyB family	
G1GMP-3897-MONOMER	G1GMP-3897	Q8E9P7	cell division protein FtsW	FtsW
G1GMP-3267-MONOMER	G1GMP-3267	Q8EBL0	N-acetyl glucosamine transporter NagP	NagP
G1GMP-410-MONOMER	G1GMP-410	Q8EJN6	bifunctional diguanylate cyclase / phosphodiesterase with PAS sensory domain	
G1GMP-4092-MONOMER	G1GMP-4092	Q8E961	two component signal transduction system response regulator OmpR family	
G1GMP-2812-MONOMER	G1GMP-2812	Q8CMJ6	ISSod16 transposase TnpA_ISSod16	TnpA
G1GMP-759-MONOMER	G1GMP-759	Q8EIM6	hypothetical protein	
G1GMP-2-MONOMER	G1GMP-2	Q8EKT7	glutathione uptake transporter	
G1GMP-2159-MONOMER	G1GMP-2159	Q8EEL8	Cbb3-type cytochrome c oxidase subunit III CcoP	CcoP
G1GMP-2073-MONOMER	G1GMP-2073	Q8EEU4	ferredoxin 2Fe-2S type ISC system Fdx	Fdx
G1GMP-3184-MONOMER	G1GMP-3184	Q8EBS9	monoheme cytochrome c'	
G1GMP-892-MONOMER	G1GMP-892	Q8EI89	hypothetical protein	
G1GMP-1201-MONOMER	G1GMP-1201	K4PTY0	hypothetical protein	
G1GMP-191-MONOMER	G1GMP-191	Q8EK90	glutamate racemase MurI	MurI
G1GMP-1679-MONOMER	G1GMP-1679	Q8EFY6	TonB2 mediated energy transduction system energy transducer component TonB2	
G1GMP-2160-MONOMER	G1GMP-2160	Q8EEL7	Cbb3-type cytochrome c oxidase subunit IV CcoQ	CcoQ
G1GMP-1389-MONOMER	G1GMP-1389	Q8EGT7	membrane protein of unknown function DUF3087	
G1GMP-4441-MONOMER	G1GMP-4441	Q7CCS5	ISSod1, transposase OrfA	
G1GMP-3493-MONOMER	G1GMP-3493	Q8EAY0	predicted lipoprotein	
